avg_energy,nn_distance
1000,1.2314057167122558
1000,2.179095708133693
1000,1.1816909110580616
1000,0.421889380925945
1000,0.7042716888180162
1000,0.7741267787017981
1000,1.1054088595371514
1000,0.658270403725811
1000,0.9737023516995946
1000,1.1985930261308992
1000,0.9134025827000954
1000,0.4585900582242569
1000,0.6256921034936235
1000,0.7387151806844606
1000,0.6157114054627776
1000,0.21872409974453244
1000,2.0213359832973468
1000,0.24382022097537484
1000,0.7911688127388761
1000,1.396567058994987
1000,0.34024731827313587
1000,0.908733260390306
1000,0.5929982072681744
1000,0.08626393352855184
1000,1.635769755451856
1000,1.2950785960851434
1000,0.8086604183644497
1000,0.32195858441543235
1000,1.1350856397304383
1000,0.5068357819652508
1000,1.3609597380987675
1000,0.9642140624618654
1000,0.8090010236217553
1000,0.6674349050127223
1000,0.11481510622962295
1000,0.4097205241282873
1000,0.34589841815611216
1000,0.7022342236306093
1000,1.1664739600842453
1000,1.0799088671961157
1000,1.7798753179022595
1000,1.2643004137259342
1000,1.4069864685014182
1000,1.07173206732041
1000,0.5861492576399704
1000,1.4077657451581471
1000,1.0410890869909701
1000,1.1548846664551224
1000,1.4257334842040277
1000,1.217086632149616
1000,0.6221977217164054
1000,1.9566011585816878
1000,1.397233207199215
1000,1.215198728442179
1000,0.29627746399379773
1000,1.8521583396300945
1000,1.3567478081942692
1000,1.120070354013039
1000,0.39844275424435394
1000,0.3454106042948499
1000,1.2584807316995708
1000,1.4717122951797372
1000,1.422617898281519
1000,0.49696175197428055
1000,0.8649547786930354
1000,1.164257361129063
1000,0.5037504524542159
1000,1.3069823101357805
1000,1.131866147838934
1000,1.484061480245512
1000,0.8832474058704496
1000,2.108991259755983
1000,1.4397624303214187
1000,0.9635579284643134
1000,0.473711170037806
1000,1.8703865272352418
1000,0.8200942015702781
1000,1.6567788851354852
1000,1.0317093739082437
1000,1.4725176074417108
1000,2.039790419041154
1000,0.7262511568434451
1000,0.5109484149896865
1000,0.9235366555753765
1000,1.3457916094057014
1000,1.3476185007940844
1000,1.0386757139822835
1000,0.8190321898046546
1000,1.2485293692671684
1000,0.500065424088289
1000,0.42072918560571826
1000,1.5974103133479625
1000,1.7696814270447556
1000,1.037347937686777
1000,0.857930475327426
1000,0.49798748931758546
1000,1.904347004398632
1000,1.6564523013846735
1000,1.111741735072007
1000,0.13250787689604313
1000,1.1837578212910147
1000,0.5220418939865699
1000,2.0080437718675777
1000,0.1836096712359974
1000,0.5046235625485983
1000,0.5383541572859908
1000,0.6238096581094233
1000,1.3612415104771136
1000,1.138590940651518
1000,1.3278254792268671
1000,1.4869475694277359
1000,0.9938444741981382
1000,0.7387151806844606
1000,1.6043871682857647
1000,1.3432893379877784
1000,1.4327750554502163
1000,1.2458023811627252
1000,1.395095128388098
1000,1.5019549277879087
1000,0.33440479015040914
1000,1.7100416637778613
1000,1.1013293344986603
1000,1.069212444182967
1000,0.2131401546071332
1000,1.5256201271606036
1000,1.0465394123614125
1000,1.375800625751753
1000,1.0882811679792046
1000,1.164764629631133
1000,1.9070667377440729
1000,0.9423400304907659
1000,0.900228974581312
1000,0.861109549995136
1000,1.296828009122052
1000,1.6682461918126403
1000,2.0136599323483892
1000,1.0905160748059939
1000,2.070477596804608
1000,1.0491156105221935
1000,0.1356405713639269
1000,2.3247135528531904
1000,0.14348941023726203
1000,0.5981195627634329
1000,0.819356332538974
1000,1.6224792021002765
1000,1.1349925865060482
1000,0.18142273749913207
1000,0.9164937263805396
1000,0.55912193011842
1000,0.5310773399714012
1000,0.8192502104419467
1000,1.8886303460770786
1000,1.360189567870475
1000,1.3628905786787144
1000,1.5279437725637777
1000,2.0859345768682704
1000,1.6194349432801762
1000,0.5595188136652879
1000,0.19290163755688805
1000,1.2850360907591842
1000,0.6018808760714108
1000,0.5546204373714632
1000,1.1395385886260399
1000,0.3405993812984236
1000,0.7250739204775387
1000,1.4560957175879317
1000,1.1687205928922062
1000,0.262008684813719
1000,1.5263179102095572
1000,0.6365276147650544
1000,0.5687382309340959
1000,1.7421971865911783
1000,1.175178253579436
1000,1.14376582916389
1000,1.0317944535211214
1000,0.41875922904085133
1000,0.6732711104633532
1000,1.183469534504152
1000,0.42072918560571826
1000,1.7754321073165638
1000,1.592649784592038
1000,1.103895210667605
1000,0.3211001506875699
1000,1.3733100244245633
1000,0.5562173011375503
1000,1.1006389883425436
1000,0.2389207433873452
1000,0.7809570962007414
1000,0.5027789783608505
1000,0.45388834735650374
1000,1.2767561733630366
1000,0.45215718948905165
1000,0.40975735007199715
1000,0.9244459808966552
1000,0.16485549700172158
1000,0.6984560098060029
1000,1.7257482268848816
1000,0.9173468992225582
1000,1.2004489988646507
1000,1.036438044918888
1000,0.5719129366574107
1000,1.5386058774908813
1000,1.4235496556337537
1000,1.5799607768597344
1000,1.0030060596833377
1000,0.6142159036585256
1000,0.30060923343344853
1000,0.6109164297184392
1000,0.6272161104979443
1000,1.0931135429701313
1000,1.049617816051864
1000,0.4223868012115837
1000,0.793980327658645
1000,1.647274298563063
1000,0.41106403442415446
1000,2.4175459303813485
1000,0.1231100272823894
1000,0.9225312491958128
1000,0.09878504931014771
1000,1.1690868953855054
1000,0.19829388309918794
1000,1.1226803707081108
1000,2.3760375080428977
1000,0.18669362306902407
1000,0.9563104371778434
1000,1.9456794943577806
1000,0.8882588722317454
1000,0.060200031428067444
1000,0.935493036704348
1000,1.5812417573983892
1000,0.8621447880635373
1000,0.7329504629179523
1000,0.8663801373701877
1000,0.5467120852653273
1000,2.5926300478709248
1000,2.811582557969455
1000,0.792735554546846
1000,0.46079579750026695
1000,1.5456013016070742
1000,0.42205470166052256
1000,0.5923241086868823
1000,0.11685806016331503
1000,0.8309611402555227
1000,1.7635268249953848
1000,0.4287813479779894
1000,0.7440318869851639
1000,0.16828171720064908
1000,0.5253307900438632
1000,1.1264700490909025
1000,0.9988520931255369
1000,1.3994519975144275
1000,0.9944831765445215
1000,0.8820658991996737
1000,1.2185363379929999
1000,1.143032813166624
1000,1.1652105752112492
1000,0.6674644858310826
1000,0.9161920234259688
1000,2.9943333288390974
1000,1.9301546502404798
1000,1.1450674562320886
1000,1.2309690568496063
1000,0.8622882375939995
1000,0.23447450675728368
1000,2.049741684997127
1000,0.9578455383254393
1000,1.13335851426899
1000,0.5326029718076377
1000,1.0613246902613667
1000,1.0302748584463273
1000,1.7808278771656547
1000,1.8343817008772172
1000,0.7751534176150342
1000,1.173400500751042
1000,2.4235070491796433
1000,0.16962736161320743
1000,0.48968723566008604
1000,1.0277335141248294
1000,0.7267915034376697
1000,0.7312189660769978
1000,0.6976448035918307
1000,1.7572076957625473
1000,1.7147736898292762
1000,1.7344496788979695
1000,1.398043949619816
1000,0.9789182350712566
1000,0.8715832927165693
1000,0.8282525650901652
1000,0.5704956256751039
1000,0.5419240359962598
1000,1.5682675228145537
1000,1.076226962237276
1000,0.9313791940751892
1000,1.0567035878652744
1000,1.1684489440884278
1000,0.3598958950393081
1000,0.9361063862449769
1000,0.2035534584706813
1000,1.1678548437985063
1000,0.9875295331330632
1000,0.7096581279527534
1000,1.0900020100047079
1000,1.5256201271606036
1000,1.6488003048615845
1000,1.773750631943043
1000,0.9630670481658238
1000,0.4842725048077074
1000,0.5012219800081967
1000,0.3507404919005297
1000,0.6266505009369344
