pressure,nn_distance
6.493,4.332947890793072
6.493,7.022897818893676
6.493,5.794346266182831
6.493,3.5301263563273877
6.493,4.180980571749857
6.493,7.92456018693895
6.493,4.783789116015963
6.493,6.071296670735152
6.493,6.5037176324524575
6.493,5.346800063665106
6.493,0.150139295780034
6.493,10.79458702473328
6.493,4.989896968185009
6.493,9.787378782277022
6.493,3.928789905800285
6.493,3.900631943268751
6.493,8.151662924090223
6.493,4.657961634361159
6.493,3.6770703895772487
6.493,8.61737844662792
6.493,2.8117747858376174
6.493,3.419079232181288
6.493,9.979086870706332
6.493,3.894496682026623
6.493,5.286654880038079
6.493,12.067031037268242
6.493,4.26096984565965
6.493,1.2309741244254888
6.493,4.355437862846428
6.493,6.199810626219257
6.493,4.679056857256781
6.493,2.993221242340906
6.493,1.078321614646281
6.493,3.7212045289060427
6.493,10.271558715337706
6.493,7.7403283046611255
6.493,8.657038973320407
6.493,3.820991203784739
6.493,8.063422468895663
6.493,8.560004128066874
6.493,4.8851219330322655
6.493,3.9477971792847466
6.493,3.858918238788444
6.493,8.79878380923021
6.493,5.40071405647754
6.493,2.858446086065457
6.493,6.794736224216687
6.493,4.254252674246538
6.493,4.5975054529188695
6.493,6.9735773064815145
6.493,0.5382118270451617
6.493,0.6531649427735801
6.493,1.9849574353635633
6.493,2.6980156567275846
6.493,6.0976157923086705
6.493,6.595619114536733
6.493,3.3154314889955803
6.493,1.9273236412361734
6.493,7.7668903546303385
6.493,1.725999038363718
6.493,8.794468514738549
6.493,3.877022028239398
6.493,3.0696017547707934
6.493,8.275502055865292
6.493,1.90058296061162
6.493,4.138671324807939
6.493,1.7823201212335693
6.493,11.064539008252808
6.493,3.213299285125106
6.493,6.5169993325154545
6.493,3.03757356561448
6.493,4.02749348347812
6.493,9.808184303579155
6.493,3.740842098327602
6.493,2.841777474690687
6.493,4.16301594159626
6.493,7.391492283915975
6.493,3.336442084663191
6.493,5.5235693850703305
6.493,4.267758206405399
6.493,5.305014874497841
6.493,6.6936550829899355
6.493,5.293094956917967
6.493,4.736065912479589
6.493,7.242080337342835
6.493,9.169812281219999
6.493,4.246739181616337
6.493,3.876249500630927
6.493,7.078761020046122
6.493,1.2956917834577304
6.493,3.5903726444922412
6.493,5.9132942463712554
6.493,3.080314986854078
6.493,2.2521685504146904
6.493,3.095584754194084
6.493,1.2273743778727892
6.493,3.5094640289539147
6.493,6.022793836744619
6.493,0.6771901048451341
6.493,6.8192273870226545
6.493,4.84834712577364
6.493,4.1628314883854225
6.493,7.558866743951292
6.493,7.289942566652112
6.493,6.615277070685372
6.493,0.7617655037774314
6.493,4.547530136428266
6.493,5.362666533207252
6.493,5.727195496708223
6.493,4.849173726318615
6.493,5.125925212160087
6.493,8.587517085909793
6.493,1.9647293650404642
6.493,2.513480036815659
6.493,6.1785556623347135
6.493,6.474323185077279
6.493,5.001207786034966
6.493,5.421111619819686
6.493,10.147875372665194
6.493,1.2309741244254888
6.493,3.1987071748395235
6.493,3.339302580452313
6.493,7.568389558211624
6.493,3.8600880468495253
6.493,7.052717244454508
6.493,8.117387698265441
6.493,5.905335387190826
6.493,9.315921383706995
6.493,7.9095237428194185
6.493,2.1154289906318566
6.493,5.359086879706446
6.493,2.470773009928562
6.493,8.267485927171121
6.493,5.0031594439236375
6.493,3.657138122049679
6.493,5.496670351512965
6.493,8.363807068978392
6.493,3.570265182336928
6.493,2.5562951908550002
6.493,7.325643226164492
6.493,2.659556312683291
6.493,6.021310193901856
6.493,4.473748735376474
6.493,6.322333979106324
6.493,7.912255963177709
6.493,7.254917288748525
6.493,6.666063500990561
6.493,3.78650401510748
6.493,10.337426197052888
6.493,8.45968062063288
6.493,3.567754689148206
6.493,0.5765834271650933
6.493,6.106509101358662
6.493,9.111794138304331
6.493,6.923537411147983
6.493,2.846133290746435
6.493,6.334821239417526
6.493,5.328233256091601
6.493,8.736301741885153
6.493,7.120481211738769
6.493,9.376168606230285
6.493,4.12356768160233
6.493,5.6447252197053865
6.493,4.170609079251311
6.493,12.554997747468407
6.493,6.682608773135095
6.493,9.388251913202447
6.493,9.828204004140717
6.493,11.580832865744162
6.493,3.6911819306410467
6.493,2.383935288359768
6.493,2.7601668873063443
6.493,10.316272414727761
6.493,6.460887128409209
6.493,4.429185465670621
6.493,1.4544690629939272
6.493,6.583234412539505
6.493,3.3716570004129274
6.493,7.230472270305564
6.493,3.0015333746575283
6.493,2.352477131199866
6.493,5.142864780385143
6.493,4.8995487581539345
6.493,9.322912686279663
6.493,4.612404391753126
6.493,6.837211628221816
6.493,4.216663024108558
6.493,2.966421737434911
6.493,2.2928435314604543
6.493,2.4246518645895874
6.493,4.490174557880224
6.493,5.919254116638454
6.493,8.496205498286647
6.493,2.6534127042842104
6.493,3.8181666042801963
6.493,4.751975121618215
6.493,3.9622003796466787
6.493,1.055524287654767
6.493,4.969025751909469
6.493,1.9426879700679063
6.493,2.8831725017111354
6.493,2.6739880982251485
6.493,1.2721403924233954
6.493,1.3531608769123276
6.493,3.8267144462045954
6.493,8.400248109470652
6.493,1.6127032685010647
6.493,6.576075615700913
6.493,5.480929233523013
6.493,5.229011824137682
6.493,3.3569241438301813
6.493,4.406633999271769
6.493,3.246014691072623
6.493,3.097088224976053
6.493,4.53018712685988
6.493,4.787040278929003
6.493,3.8634312379472227
6.493,2.8590185710414655
6.493,4.014069223698356
6.493,4.295327604466098
6.493,5.58841126005399
6.493,5.508372977455073
6.493,4.248195981298725
6.493,2.0019165343166807
6.493,2.8831725017111354
6.493,0.3478321242849272
6.493,4.323009772331765
6.493,5.428708850855839
6.493,4.18509409666761
6.493,2.5537323530230753
6.493,5.822242524515725
6.493,9.169812281219999
6.493,6.800627249023833
6.493,4.5002133854210085
6.493,2.247579280070323
6.493,5.03386485267186
6.493,3.254568948124051
6.493,10.703859945552262
6.493,9.111794138304331
6.493,3.8757795314675283
6.493,4.213343966768373
6.493,7.5764059556482914
6.493,4.987082874567674
6.493,4.5603491000971825
6.493,5.953008577368447
6.493,6.121844362267953
6.493,1.8977418971928688
6.493,4.300159039934787
6.493,5.222204777326927
6.493,5.346800063665106
6.493,2.1457692384417477
6.493,3.7004880835953555
6.493,3.94709892540116
6.493,4.435660470208647
6.493,4.050025795157942
6.493,5.23533336817944
6.493,6.004326893859322
6.493,5.142864780385143
6.493,1.5552101103240115
6.493,5.694675137690379
6.493,13.331846164279611
6.493,3.5894239875328724
6.493,1.551625287392501
6.493,8.821752378065671
6.493,6.564902287710158
6.493,6.17440533608173
6.493,3.235011279261654
6.493,3.550452355222062
6.493,7.924684979952126
6.493,3.2875662227068485
6.493,9.996091707222327
6.493,1.005333233540577
6.493,11.080015350350282
6.493,5.563153741018871
6.493,5.438432050534542
6.493,3.7920608523304113
6.493,6.1791555321522385
6.493,4.902370657664922
6.493,2.883263490735164
6.493,1.6092822557941526
6.493,6.69380329584414
6.493,6.678366822079562
6.493,2.763804454557275
6.493,2.923191013190763
6.493,3.9721666920526046
6.493,4.122144519190283
6.493,7.473656997538203
6.493,7.3208659787064105
6.493,2.906754022253185
6.493,2.3860923142663797
6.493,6.789525293169326
6.493,3.407289546283217
6.493,1.824570925961048
6.493,2.3260694012433776
6.493,3.579896062544158
6.493,8.7500424669394
6.493,3.932303453032926
6.493,5.534743420874302
6.493,4.279930935924221
6.493,5.121516708993665
6.493,14.337779439148216
6.493,1.7941977307142933
6.493,1.6548491613283918
6.493,6.619695807570496
6.493,2.1005787984506625
6.493,2.5437452756198757
6.493,10.87990819444461
6.493,6.715920756329813
6.493,3.07684010029113
6.493,7.512844960946672
6.493,2.2361346876373474
6.493,4.580737507985701
6.493,6.201823031309223
6.493,1.954626367034836
6.493,5.065649643744913
6.493,1.9535571840135186
6.493,8.650381273862973
6.493,3.996503481810405
6.493,3.3134124133858323
6.493,8.588909931547722
6.493,4.244157684576993
6.493,4.988164208753882
6.493,2.918801945467276
6.493,1.4132941006009734
6.493,5.289041507509282
6.493,5.584716443817211
6.493,6.920199789368224
6.493,8.146949573333414
6.493,4.260247145790974
6.493,1.0168525080197266
6.493,2.1237899916067464
6.493,3.7401247050057296
6.493,7.760617044775581
6.493,4.523852364757186
6.493,4.398986988115948
6.493,10.872227642503471
6.493,3.894527213691738
6.493,3.099310488455946
6.493,3.5151611779798113
6.493,3.5487297067927317
6.493,2.606183336551142
6.493,5.861313245798413
6.493,7.163875264137596
6.493,4.117615490215685
6.493,3.114742513335334
6.493,3.7087361823224385
6.493,7.81836184080963
6.493,1.5823219453479533
6.493,7.945208163086834
6.493,1.3312013476200755
6.493,3.3980359438490084
6.493,4.977442685128083
6.493,2.366579363544472
6.493,5.200336496588217
6.493,6.50004982206254
6.493,4.2813630818357495
6.493,1.996784970294482
6.493,5.040572760299059
6.493,2.5398762120138887
6.493,0.7617655037774314
6.493,6.681080593846092
6.493,6.7730054756567935
6.493,1.2225154203663207
6.493,6.918346491171602
6.493,6.66600521911978
6.493,3.590249529364459
6.493,1.9760505248528515
6.493,7.4560565195782695
6.493,0.6107869733599735
6.493,6.2248853492784635
6.493,2.8605347110932335
6.493,6.136816211945088
6.493,2.7334700793084816
6.493,2.5749272625363346
6.493,5.741239118603954
6.493,4.361320730179421
6.493,1.0058396790105077
6.493,6.665290789082591
6.493,5.702291064595888
6.493,3.7745246286477365
6.493,1.0035688695647424
6.493,2.6673549019459024
6.493,5.733777397394573
6.493,7.77050485461977
6.493,8.184886840847273
6.493,5.466126745164067
6.493,3.959090637555416
6.493,7.599531673300799
6.493,3.4445692213042474
6.493,3.825653294383521
6.493,6.640369812438102
6.493,7.434460245291473
6.493,8.481293284732981
6.493,4.804679874613805
6.493,5.467537850810506
6.493,6.758257137699917
6.493,4.118695306539027
6.493,12.5048498649504
6.493,3.863852240713055
6.493,3.182413075167513
6.493,4.196209375224294
6.493,5.2398004491366015
6.493,12.311239950345309
6.493,8.408951320511878
6.493,3.6180271392906924
6.493,1.0507773342701712
6.493,7.012475902663294
6.493,7.001947359535617
6.493,5.3938664240765934
6.493,3.863315462091631
6.493,5.821140313504427
6.493,3.495147131169809
6.493,2.917049856077216
6.493,4.254429009959924
6.493,7.881552576220741
6.493,2.054421795064231
6.493,6.334821239417526
6.493,2.317659289176736
6.493,5.160523161626283
6.493,1.8153576334776427
6.493,1.9259008981751045
6.493,7.469167738985763
6.493,5.563153741018871
6.493,0.3369871653686268
6.493,8.819898669655377
6.493,6.626351805128213
6.493,10.889011994955332
6.493,7.932229649444945
6.493,8.220015109568333
6.493,9.91599593243922
6.493,2.642352735086901
6.493,9.679899183022195
6.493,1.383517610461426
6.493,4.965756398799366
6.493,3.9299607393591294
6.493,5.081008989260478
6.493,2.669729438476714
6.493,4.587402377895968
6.493,5.432194456954697
6.493,6.389742652831812
6.493,1.4275847875365186
6.493,4.328781092177529
6.493,3.0064676381052045
6.493,4.0019744179801
6.493,4.850692305454412
6.493,3.4419868359707655
6.493,3.942190008041991
6.493,8.660565525820093
6.493,3.5523942562469735
6.493,7.459080057027123
6.493,5.121268027593135
6.493,7.869775439409013
6.493,9.149907503472875
6.493,5.7089482991460985
6.493,3.614823330350529
6.493,5.345771275661034
6.493,8.295594579302506
6.493,6.282915958831366
6.493,3.758889601697617
6.493,6.730662886136278
6.493,6.848898551760466
6.493,11.728371620475032
6.493,6.178049921245854
6.493,3.805389290523342
6.493,7.808511815597979
6.493,6.289344280889589
6.493,8.313270830010703
6.493,8.645579373899983
6.493,3.7514202823731106
6.493,4.068295312291894
6.493,6.878449543828926
6.493,0.6682560220499076
6.493,1.9792777817300296
6.493,9.54617199990416
6.493,7.6313334033969715
6.493,6.669085783148423
6.493,6.538104715699541
6.493,4.093012814215766
6.493,4.254706711948069
6.493,12.390737145680795
6.493,0.7515004157081452
6.493,5.0604845717123075
6.493,1.17229890056857
6.493,6.919558810043191
6.493,4.588331964323822
6.493,4.661225800754825
6.493,3.4477203651750528
6.493,4.445438792743163
6.493,0.657249613099719
6.493,3.3425261843309046
6.493,5.699776909168134
6.493,4.886062666584165
6.493,4.565812111396556
6.493,3.1491844651206176
6.493,2.245862100258596
6.493,4.5783617876883715
6.493,4.685458202882486
6.493,12.642366791652652
6.493,1.5823219453479533
6.493,2.9022330460944814
6.493,11.43338848521186
6.493,3.653177198436071
6.493,3.9049522527149363
6.493,2.317915624979193
6.493,4.466970538019262
6.493,2.07377263918118
6.493,6.285828722365388
6.493,7.19097768706947
6.493,5.336443606192348
6.493,2.385488174123519
6.493,4.891521693219066
6.493,7.019273709747019
6.493,2.58989304972493
6.493,2.906754022253185
6.493,2.3158900630103054
6.493,5.4800356205898195
6.493,5.541807689076783
6.493,8.579419240385477
6.493,4.359032338304313
6.493,4.141244308175829
6.493,4.364119812678665
6.493,7.258326763235895
6.493,3.9857629418963505
6.493,9.596696482690282
6.493,8.319490548107218
6.493,4.3389763453260715
6.493,9.952917836910942
6.493,3.0890460236717443
6.493,5.161284674283166
6.493,5.410780767330781
6.493,2.8472628203187273
6.493,4.147122506592025
6.493,9.065883358270055
6.493,7.57675649050762
6.493,12.294166256306134
6.493,8.013588445064743
6.493,3.8443560395334204
6.493,2.1194924626405185
6.493,3.990581526216648
6.493,7.948700093270662
6.493,4.667595997281148
6.493,1.8772359745003913
6.493,4.0408002025578496
6.493,4.299793674635897
6.493,4.744057473106143
6.493,7.799401403321885
6.493,4.374003862286087
6.493,2.3550292246190283
6.493,8.95588197803788
6.493,3.574222898601358
6.493,1.5307084005335634
6.493,6.980586848717868
6.493,2.285348018138679
6.493,8.788462527687821
6.493,2.768231213747102
6.493,1.0458648822143406
6.493,8.973747630233168
6.493,6.758257137699917
6.493,3.889020156799729
6.493,2.112332798879428
6.493,3.5788143802732058
6.493,2.272898504292947
6.493,9.713823881481643
6.493,6.988719924062617
6.493,5.621952643228061
6.493,4.716628853847716
6.493,8.384799788747495
6.493,7.56234669795998
6.493,3.6282957220673455
6.493,8.743253463946983
6.493,4.653372056044983
6.493,6.208430463881973
6.493,4.853787273981886
6.493,1.2517661666568645
6.493,7.773323180015264
6.493,4.521660174591845
6.493,3.6528951013230513
6.493,3.4409560232670775
6.493,5.891973870739424
6.493,4.2265625893666705
6.493,3.1320970410942492
6.493,7.874431536129943
6.493,2.602909135550934
6.493,2.0938938832783816
6.493,3.7320268866455395
6.493,2.6142746349880346
6.493,4.452846221098107
6.493,2.441011712963719
6.493,5.497688730849625
6.493,6.867181093325397
6.493,3.8484535014360173
6.493,4.778506627602687
6.493,6.846459611841789
6.493,4.665660791681196
6.493,4.216487780897559
6.493,2.4455104728409
6.493,6.238026132701581
6.493,2.9318070860946785
6.493,2.6153753765606518
6.493,1.4443930181334022
6.493,3.8917728777471967
6.493,4.986078472188742
6.493,4.576749597168182
6.493,3.6354317245974044
6.493,3.0021889441365874
6.493,2.265482473953402
6.493,2.8822536605044515
6.493,3.07684010029113
6.493,2.487266112462502
6.493,4.63400005531157
6.493,1.2135584049517454
6.493,6.834309041366973
6.493,1.9717387082318376
6.493,5.042822637301607
6.493,3.8808982569714985
6.493,2.243936129969487
6.493,6.9252362042677635
6.493,7.606425100883697
6.493,10.080873700661327
6.493,3.6058120783322165
6.493,3.8946955187345593
6.493,6.910948017588803
6.493,10.043230877948886
6.493,2.0301401395984593
6.493,3.5442884228198976
6.493,5.963709279407787
6.493,5.804466311517956
6.493,3.980802145252444
6.493,7.48587852395404
6.493,3.8982719542171256
6.493,4.51752187021769
6.493,2.476523923496563
6.493,7.0133241582882375
6.493,10.261920618511716
6.493,2.441919417849156
6.493,6.69985395397376
6.493,8.743391359433252
6.493,4.009473377844753
6.493,4.702375702711494
6.493,6.628871095986104
6.493,6.85379456858272
6.493,10.030597345206434
6.493,2.4198847774094188
6.493,4.428216982847969
6.493,2.805428302897696
6.493,7.926032548097178
6.493,3.8827290170366586
6.493,7.6882437856236505
6.493,7.345415603722102
6.493,1.2057016977741752
6.493,3.8799201475836336
6.493,3.6239277801808476
6.493,0.6990910832324457
6.493,5.310867495333412
6.493,4.0417018910320825
6.493,5.8444594172253534
6.493,1.7135774474129915
6.493,4.018162886844878
6.493,10.8938773833688
6.493,8.53428707707102
6.493,5.966298933228558
6.493,3.5053025541013922
6.493,8.893457483916874
6.493,5.717524172928388
6.493,3.308995296484598
6.493,9.641196397994593
6.493,3.6552600619400577
6.493,1.2628970390172973
6.493,1.5154958254316933
6.493,4.182553879860516
6.493,4.5783617876883715
6.493,4.917313980948239
6.493,2.6339513614490855
6.493,7.831091869096386
6.493,5.552469576973585
6.493,9.372287517175765
6.493,4.727972762891113
6.493,0.8625114881061737
6.493,9.847393559197032
6.493,6.869806909481822
6.493,6.259646672159197
6.493,2.3349331201705654
6.493,5.628874458820497
6.493,4.561345441999829
6.493,2.4234936067863813
6.493,2.3694547038778566
6.493,6.655274157111754
6.493,7.587509638581222
6.493,5.009103030950093
6.493,2.445595140521949
6.493,4.866628559153898
6.493,1.1399498865154076
6.493,9.30487221493816
6.493,4.661605574214623
6.493,6.841010570509123
6.493,6.847905960508113
6.493,6.742213287276439
6.493,1.6380780399935717
6.493,4.670598921620401
6.493,5.41523761043336
6.493,5.6794626575638105
6.493,1.3403387942815226
6.493,4.473748735376474
6.493,7.77855906042883
6.493,3.0726164532185294
6.493,3.614823330350529
6.493,7.54345055705418
6.493,6.289369277294453
6.493,7.490097403279922
6.493,3.972244060649015
6.493,1.3169978546254228
6.493,2.4722981876720684
6.493,15.485333302354974
6.493,2.7140446957853515
6.493,4.736065912479589
6.493,6.355432507549311
6.493,3.9622003796466787
6.493,6.198761994455789
6.493,7.955519318941661
6.493,1.961314367448001
6.493,3.2979321610050465
6.493,8.937509977951292
6.493,9.238060473017248
6.493,2.744400964555958
6.493,7.5105107988812145
6.493,3.4154513565713893
6.493,6.22228024576581
6.493,4.3155930699056775
6.493,2.9635834851752962
6.493,8.807406993058377
6.493,9.953348683682192
6.493,1.931146293196637
6.493,9.408721256600442
6.493,2.4002797929845734
6.493,4.919455549720561
6.493,4.377287240263091
6.493,1.594389818395187
6.493,6.658198081272713
6.493,4.170881953871574
6.493,3.7142759928274027
6.493,3.895034545665583
6.493,5.425796354502681
6.493,1.578768888645042
6.493,3.8882736541906286
6.493,2.0019165343166807
6.493,9.4274715012597
6.493,8.228199969378956
6.493,1.7135774474129915
6.493,7.3930607271378985
6.493,4.664417922542666
6.493,4.614972193905547
6.493,3.890353823565598
6.493,7.476124299895189
6.493,3.313939387913428
6.493,12.37418423409791
6.493,10.126159997790065
6.493,3.040586615885812
6.493,9.328281163952262
6.493,10.32278334546438
6.493,6.3077469561329265
6.493,5.704896026226969
6.493,4.224783797009448
6.493,3.532293218347232
6.493,2.8832745641301742
6.493,2.4741090016229816
6.493,7.804681950314673
6.493,9.887944283067858
6.493,4.493101277227714
6.493,5.723719131186738
6.493,2.9927048125462163
6.493,4.600255789748569
6.493,4.088033450074155
6.493,6.620041562434182
6.493,5.398568072936876
6.493,1.2797452618076253
6.493,3.706595014999562
6.493,7.089043921082065
6.493,8.998126654270626
6.493,5.899547672325471
6.493,2.6975334490055185
6.493,4.780853021168639
6.493,2.8795496448972226
6.493,7.324027908725805
6.493,6.9948855340958005
6.493,4.165507309345055
6.493,2.9132484642624754
6.493,7.283463689930804
6.493,5.964301791396398
6.493,2.1005787984506625
6.493,3.9982145594100396
6.493,4.634816355366714
6.493,5.647669792114415
6.493,6.1464292549066935
6.493,3.166041690571556
6.493,9.02787653565632
6.493,10.62814424923275
6.493,5.41275364081036
6.493,1.0022203123739306
6.493,6.396155214598312
6.493,7.7203480672479845
6.493,3.7118326741012253
6.493,2.35250571819178
6.493,7.827650960798247
6.493,3.4786474228033426
6.493,5.671676739574468
6.493,4.836524784858204
6.493,3.0482534104987966
6.493,3.711808681834214
6.493,0.3369871653686268
6.493,5.376414722219473
6.493,4.711287390737816
6.493,5.325792539923988
6.493,10.612019901643418
6.493,3.2155760351479636
6.493,4.064596586074617
6.493,2.7484552137883416
6.493,4.531639499235549
6.493,7.88546129551744
6.493,4.688026972232511
6.493,6.552082123716869
6.493,5.53459906796278
6.493,2.684327790150765
6.493,5.339396651175099
6.493,1.4138652715213542
6.493,6.300706036202751
6.493,4.698090266112269
6.493,0.7612080714380567
6.493,2.2844998258684237
6.493,3.959868192022927
6.493,3.2755195152385634
6.493,2.4807685642365764
6.493,5.19863787799538
6.493,2.6614435883750387
6.493,2.3193706799872893
6.493,10.764986189271873
6.493,3.0127583615840035
6.493,6.482384501736509
6.493,3.5442884228198976
6.493,6.69869286754839
6.493,5.700378194957825
6.493,1.3671835116277196
6.493,7.948680131330244
6.493,3.4777765625679975
6.493,3.180021161638195
6.493,3.6528951013230513
6.493,1.1272956489164052
6.493,11.797258737167681
6.493,4.529460020299618
6.493,9.068645113189115
6.493,3.7053598478429355
6.493,2.7392164490474413
6.493,6.0586445190952265
6.493,4.346884097033452
6.493,2.1903716032274656
6.493,3.6847084284156915
6.493,3.3903742149341536
6.493,2.2953422483947
6.493,7.413845413603911
6.493,3.908558170645415
6.493,2.25096185954078
6.493,6.101392081611589
6.493,6.893983502195967
6.493,2.720320432522861
6.493,5.076205108069978
6.493,0.7505740558962521
6.493,5.6531320386642125
6.493,6.3497925223464415
6.493,2.4321229152136814
6.493,3.9720277844591116
6.493,4.554130181816436
6.493,5.485492839363394
6.493,4.707650476860751
6.493,0.6368333252183569
6.493,10.502439385685086
6.493,1.9259008981751045
6.493,2.037898051300578
6.493,10.538859542671648
6.493,8.134258305874488
6.493,5.092153481069124
6.493,3.5053025541013922
6.493,6.405527688326408
6.493,5.830053892448653
6.493,4.450434784645741
6.493,4.438448109333315
6.493,4.102313011667734
